Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
31483,US,"A 100% Tempranillo that is unfined, unfiltered and aged in 100% French oak, this wine is softly layered and ripe in black cherry, blackberry and dusty leather. Medium bodied, with a taste of tobacco on the finish, it's lush without being jammy.",Estate Grown Cave Fermented,88,80.0,California,Napa Valley,Napa,Tempranillo,Jarvis
31683,US,"This 100% Cab is a big, rich wine, and while its power is considerable, it lacks subtlety. There's no question about the intensity of blackberries, cherries and spicy persimmons, unrivaled anywhere in the world. Yet ripeness isn't everything. Hard to see this explosion of fruit going anywhere, so drink soon.",Villa Vista,87,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Kuleto Estate
32003,Italy,"This shows notes of prune and chocolate, but not much complexity or finesse. It has delicious fruit and an approachable palate, but it's a bit one dimensional.",,87,80.0,Veneto,Amarone della Valpolicella,,Red Blend,Monte Tondo
32102,Italy,"It opens with an enticing fragrance of black berries, toast, Mediterranean spices and a touch of vanilla. The vibrant, youthful palate delivers a core of black cherry accented with black pepper layered with mocha, mint and tobacco notes. The racy acidity and solid but brooding tannins demonstrate that this wine still needs time to develop to its extraordinary potential. Drink 2018–2035.",Cepparello,96,80.0,Tuscany,Toscana,,Sangiovese,Isole e Olena
32120,Austria,"Powdery notions of white peony petals against a stony background suggest concealed aromas that need time to come to the fore. Right now the palate is tight, with buffered acidity at the core, long, lean and promising. Lime zest lurks amid suspicions of ripe peaches in a sherbety, lemony sharpness. The wine will blossom as of 2017.",Wösendorfer Hochrain Smaragd,95,80.0,Wachau,,,Riesling,Rudi Pichler
32155,US,"Exhibiting cooler-climate characteristics, the fruit sourced primarily from the Stag's Leap District, this wine shows dried herb and cedar on the nose, evolving deeper layers of red cherry and cranberry on the midpalate. It takes on weight and structure on the finish.",Founder's Art Reserve,91,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Judd's Hill
32190,Spain,"This blend of seven grapes is like a cup of dark-roast coffee blended with funk and green herbs on the nose. The palate is chunky, full and beefy, with roasted black-fruit flavors that are slightly herbal and green. Oak, carob and herbal leftovers dominate the finish.",7 Varietales,87,80.0,Northern Spain,Rioja,,Red Blend,Dominio de Berzal
33057,US,"While the winery's regular 2010 Diamond Mountain Cab is a barrel selection, this Estate Vineyard selection consists of “only the darkest, most extracted lots,” from the winery's various vineyards, according to the winemaker. That's exactly what you get, an inky wine, it's huge on the palate with blackberries, currants and dark chocolate, augmented by plenty of new French oak. It is absolutely delicious now, but the tannin structure guarantees to develop for 10–20 years.",Estate Vineyard,95,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
33059,US,"This is an enormous Cabernet, as packed with intensity and power as anything in Napa Valley. The vineyard is Von Strasser's highest on the mountain, which maximally exposes it to the sun, and you can taste the solar ripeness in the intense essence of black currants and dark chocolate. The tannins exhibit classic Diamond Mountain potency. This is a dense Cabernet that needs serious time in the cellar. Hold until 2019, and it will continue to develop for many years afterward.",Sori Bricco Vineyard,95,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
33350,US,"Among Kiona's strengths, the dessert wines are right at the top. This wine—comparable in many ways to the Single Berry Select from Eroica (which costs more than twice as much)—features Chenin Blanc rather than Riesling, and why not? It's a seductive, delicious bottle that expresses the condensed essence of the grape. Even at 274 g/L of residual sugar, it does not translate to a cloying or super-sweet wine; rather it is buoyed by supporting acidity, while filling the mouth with candied fruits, flowers, and buttery pastry notes.",Single Berry Select Botrytised,94,80.0,Washington,Red Mountain,Columbia Valley,Chenin Blanc,Kiona
33354,US,"If there's one California Pinot Noir you cellar this vintage, make it this one. It's a stone-cold guarantee. Light and silky in the mouth, with brisk acidity, it shows rich raspberry, cherry, red currant and sandalwood flavors that are deep and long. Has all the necessary balance to evolve many years, and should start showing bottle development after 2018.",Selleck Vineyard,94,80.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
33359,US,"Shows the Von Strasser signature all down the line, with incredibly extracted blackberry jam, cassis liqueur, dark chocolate and new French oak flavors, wrapped into hard tannins and brightened with fine acidity. Only the second release from this young vineyard, it's an intensely interesting, complex wine that will reward cellaring. Best after 2019.",Vineyard 2131,94,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
33657,US,"Enormously concentrated in blackberry and cherry llqueur and currant flavors, wrapped into hard tannins, this is a classic Von Strasser Cabernet. Hard to describe the richness except to say that few Cabs are this potent. Yet the wine is thoroughly dry, and the balance is exceptional. Needs plenty of time. Best after 2019.",Post Vineyard,93,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
33830,US,"Two things mark this Cabernet: exceptionally ripe fruit and hard tannins. The flavors of blackberry, cherry and currant are buried under a blanket of dry astringency. The question is whether the fruit will outlive the tannins. Try holding it until 2017.",The Leap,88,80.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Stags' Leap Winery
33938,US,"This is one of eight new 2010 Cabernet or Bordeaux-style blends from the winery, and they're all very fine wines, more alike than not. The Spaulding is mainly Cabernet Sauvignon, with some Merlot and Petit Verdot. It's moderate in alcohol, bone dry and enormously tannic, with classic black currant and dark chocolate flavors that finish complex and hard with minerals. Will develop for many years. Best after 2018.",Spaulding Vineyard,93,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
33948,US,"This is one of Von Strasser's newer bottlings, with the grapes planted only in 2001. It is a designation to watch for its intensity, purity and longevity. Enormously focused in black currants, dark chocolate and moo shu plum sauce, it shows the hard tannins of a young Diamond Mountain Cab. The winemaker has unusually added a small percentage of Zinfandel to the blend. Should begin to blossom after 2018.",Agira Vineyard,93,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
34180,US,"From 100% estate-grown fruit, this 100% varietal wine is dusty and dark with elements of pencil shavings, cedar and cassis. With that herbal and earthy intensity giving it defined character, it remains medium bodied and textured on the palate, with a saltiness to the finish.",Wulff Vineyards,88,80.0,California,Atlas Peak,Napa,Cabernet Sauvignon,Lobo
34508,Portugal,"Released after the 2011 vintage, this elegant wine has great presence. A blend of Touriga Nacional and Touriga Franca, if offers vibrant, structured fruit while still reserving its full glory for several more years. Ripe fruits blend with intense acidity at the end. Drink from 2017.",Reserva,94,80.0,Douro,,,Portuguese Red,Quinta da Romaneira
34598,US,"A unique blend of Cabernet Sauvignon, Syrah, Mourvedre, Petit Verdot, Cabernet Franc, and Sangiovese with notes of sassafras, cocoa, and dried herbs. It's focused and concentrated with structured, firm tannins crafted to go the distance. Give it some time in the cellar or a long drawn out meal to see it at its best.",Marie's View Wallula Vineyard,92,80.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Den Hoed
34612,US,"100% Cabernet Sauvignon from Wallula Vineyard, this brooding wine screams of the Horse Heaven Hills with notes of dusty earth, black currant, and bittersweet chocolate. It's tightly coiled and largely about structure with its firm tannins supporting concentrated cherry flavors. Needs time to come into its own but has the stuffing to lay down for a decade or more.",Andreas Cabernet Sauvignon Wallula Vineyard,92,80.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Den Hoed
34794,US,"Sleek, elegant and refined, this is a subtle, evocative and seamless wine. Layers of plum and black cherry, cola and earth, sea salt and caramel entwine gracefully. The 18 months in oak brings in sweet baking spices. Delicious already, it should drink very well at least through 2025.",Barrel Select,93,80.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Vidon Vineyard
34915,US,"The high toned, aromatic reticence of the 2008 vintage is on full display in this unusual blend 37% Cabernet Sauvignon, 33% Syrah, 12% Mourvedre, 6% Petit Verdot, 6% Cabernet Franc, and 6% Sangiovese. The brooding notes of bittersweet chocolate, medicine cabinet, and cherry cola are concentrated however with structured, slightly dry tannins in a wine that calls out for steak if ever there were one.",Marie's View Wallula Vineyards,91,80.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Den Hoed
35028,US,"Couldn't get any riper, with an explosion of blackberries, cherries, currants, plums, and cola, not to mention plenty of toasty, caramelized oak. Trades complexity and subtlety for sheer power. It's mostly Merlot, with a splash of Syrah, Petit Verdot and Cabernet Franc.",The Puzzle,88,80.0,California,Napa,,Red Blend,Newton
35243,Italy,"This fabulous blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot delivers loads of plush softness and succulent richness. Aromas of chocolate, ripe fruit and spice are distinct and clear, and the wine shows compelling complexity and intensity overall.",Giusto di Notri,95,80.0,Tuscany,Toscana,,Red Blend,Tua Rita
35695,France,"Full bodied and ripe, this Chardonnay is packed with yellow fruit and pear flavors, and it shows the steely, minerally character typical of Chablis. It has a youthful brightness on the finish, and it will fill out over the next few months.",Vieilles Vignes Fourchaume Premier Cru,89,80.0,Burgundy,Chablis,,Chardonnay,Domaine Vrignaud
35828,Italy,"Ripe plum, spiced blueberry, cedar, toasted oak and tobacco are some of the aromas you'll find in this structured blend of 60% Merlot and 40% Cabernet Sauvignon. The full-bodied palate delivers blackberries, black currants, clove, espresso, ground pepper and licorice while assertive but fine-grained tannins provide support. Drink 2016–2025.",Excelsus,92,80.0,Tuscany,Toscana,,Red Blend,Banfi
35839,Spain,"Stocky plum and smashed-berry aromas offer notes of garrigue and wild animal. As for mouthfeel, this Syrah is layered, chewy and pulpy, with power in reserve. Deep berry and cassis flavors are darkened by toast and spice notes, while the finish is long, spicy and only builds in fruit. Drink through 2022.",Bugader,92,80.0,Catalonia,Montsant,,Red Blend,Joan D'Anguera
35971,US,"Part of a Limited Release series, this may be both the most expensive and most alcoholic Cabernet ever made by Chateau Ste. Michelle. Superripe and saturated, it's propped up by balancing acidity, but the alcohol suppresses nuance and terroir. It's a wine to sip slowly, like a young Port.",Druthers,89,80.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Chateau Ste. Michelle
36062,Italy,"Ripe plum, spiced blueberry, cedar, toasted oak and tobacco are some of the aromas you'll find in this structured blend of 60% Merlot and 40% Cabernet Sauvignon. The full-bodied palate delivers blackberries, black currants, clove, espresso, ground pepper and licorice while assertive but fine-grained tannins provide support. Drink 2016–2025.",Excelsus,92,80.0,Tuscany,Toscana,,Red Blend,Banfi
36171,Italy,"This dense, extremely pleasurable red blend of Merlot, Cabernet Sauvignon and Cabernet Franc has tight, linear tannins that need two or three more years of cellar aging. The well-integrated flavors recall black cherry, chocolate and tobacco.",Orma,93,80.0,Tuscany,Toscana,,Red Blend,Tenuta Sette Ponti
36172,Italy,"One of the nicest Syrahs to come from Italy, Marchesale is a rich, inky wine with intense aromas of cherry, blueberry, cola, chocolate and leather. Balanced softness and freshness characterize the finish.",Marchesale,93,80.0,Tuscany,Toscana,,Syrah,Terre del Marchesato
36176,Italy,"Prima Pietra is a stand-alone super Tuscan blend from the Castiglion del Bosco estate (owned by fashion's Ferragamo family), which is already well known for its excellent Brunello di Montalcino. This is a plump, modern and well-extracted wine with soft tannins and beautiful length.",Prima Pietra,93,80.0,Tuscany,Toscana,,Red Blend,Castiglion del Bosco
36326,US,"This Syrah shows the massively extracted flavors that mark Constant's Napa Valley Cabernets. Such an approach works for Cabernet, but on this Syrah, it seems clumsy. It's extraordinarily powerful in blackberry jam, milk chocolate and spice flavors, but it's a little heavy.",The Queen of Diamonds Estate,87,80.0,California,Northern Sonoma,Sonoma,Syrah,Constant
36369,Italy,"Aromas of black currant, cedar, eucalyptus and dried Mediterranean herbs lead the nose of this full-bodied blend of 64% Cabernet Sauvignon, 26% Cabernet Franc, 5% Petit Verdot and 5% Merlot. On the structured but polished palate, notes of dark chocolate, black pepper and anise accent the juicy black cherry core. It's richly textured and balanced with velvety tannins.",Mormoreto,92,80.0,Tuscany,Toscana,,Red Blend,Marchesi de' Frescobaldi
36417,US,"100% Wallula Vineyard Cabernet Sauvignon, this first vintage from Den Hoed was held for almost a full nine years before its release. It shows its age with dried cherries and raisins accented by medicine cabinet notes. The palate is in full bloom with rich, rounded flavors and chalky tannins leading to a cranberry filled finish. For people interested in seeing what aged wine tastes like, they've done the work for you here.",Andreas Cabernet Sauvignon,90,80.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Den Hoed
36428,Spain,"Bulky, stewy, jammy aromas of prune and raisin are an accurate indication of what's to come. This is pure prune juice, with mushy weight and sweet, syrupy flavors. Fig, raisin and chocolate flavors pop up on the finish, but overall this is soupy and drastically overripe.",810,82,80.0,Catalonia,Costers del Segre,,Red Blend,Clos Pons
36674,Portugal,"An intensely herbal expression of Touriga Nacional, very spicy, dominated by new wood flavors. Under the wood and chocolate, the perfumed sweet black currant fruit is ready to show its richness. With its elegant texture, this will be a very fine in 4-5 years.",,92,80.0,Douro,,,Touriga Nacional,Quinta do Crasto
36679,France,"One of the few Saint-Julien chateaus that is not a cru classé, les Ormes has had a fine success in 2009. The wine has good density, a very poised feel. It has black fruits, firm, dark tannins and fresh acidity. With its structure and complexity, it will age for 6–8 years and more.",,92,80.0,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château les Ormes
36727,US,"This single block selection is a truly pretty wine, with scents and flavors of rose petals, raspberries, brown spices, nutmeg and mocha. It's complex and elegant, with a mouth-pleasing creaminess.",Goosepen Block,94,80.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Sokol Blosser
36739,France,"La Forge is consistently one of Bertrand's top wines, and the 2011 is simply stunning. The dense, heady perfume offers notes of raspberry, black plum, cherry, sweet spice and cocoa powder, which all carry through to the lush, full-weighted palate. The texture is like crushed velvet, with fine yet gripping tannins and ample acidity to keep the mouthfeel fresh. It's a complex and layered wine, with hints of licorice, tobacco leaf and black pepper that grace the finish. Drink 2016–2022.",La Forge,94,80.0,Languedoc-Roussillon,Corbières-Boutenac,,Rhône-style Red Blend,Gérard Bertrand
36746,France,"This is a dense, flavorful and powerfully structured wine, brimming with notes of black cherry, plum, currant, baking spice, black pepper, crushed violet and bittersweet chocolate. It's full and chewy on the palate, with a firm structure and gripping tannins. Hints of licorice root, mocha and toasted sweet spice unfold on the finish. It's delicious now, but it should hold well through 2020.",Le Viala,93,80.0,Languedoc-Roussillon,Minervois La Liviniere,,Rhône-style Red Blend,Gérard Bertrand
36947,Australia,"A big, burly, concentrated Grenache, Yangarra's High Sands bottling seems capable of evolving nicely over the next 3–5 years, although it is supple enough to drink now. Black cherry preserves gain structure on the finish in the form of finely dusty tannins.",High Sands,88,80.0,South Australia,McLaren Vale,,Grenache,Yangarra Estate Vineyard
37159,Spain,"Aromas of raw oak, eucalyptus and gritty berry fruits are hot and leafy. This Tempranillo-based blend feels choppy with aggressive grating tannins. Flavors of baked roasted berry fruits are also herbal, green and leafy, while this finishes crisp, raw and tomatoey in flavor.",Reserva Privada,85,80.0,Northern Spain,Rioja,,Tempranillo Blend,Marqués de Vargas
37380,Portugal,"A pair to Crasto's Touriga Nacional, this is as smooth as only Tinta Roriz (aka Tempranillo) can be. It slides across the mouth with its ripe spicy black plum fruits. It is perfumed, toasty from new wood, able to age for 3–4 years and more.",,92,80.0,Douro,,,Tinta Roriz,Quinta do Crasto
37619,France,"A densely tannic wine that is showing fine aging potential. It is well endowed with weight, acidity and ripe black currant fruits. With the rich fruit that opens slowly in the mouth, it has a fine combination of sweetness and structure. Age for 5–6 years.",,91,80.0,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Haut Breton Larigaudière
37794,US,"A dated but not outdated blend of Syrah, Cabernet Sauvignon, Mourvedre, Cabernet Franc, and Sangiovese that brings notes of herbs, green beans, and floral notes. It's rich and sweet with plump fruit flavors and dry tannins.",Marie's View Wallula Vineyard,89,80.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,Den Hoed
37863,Portugal,"Mining a rich vein of sweet black plum fruits, this is big and powerful while held together with firm tannins, very ripe fruit, a smoky wood character and a ripe, juicy finish. Age for 4–5 years.",Quinta de Cabriz Four C,92,80.0,Dão,,,Portuguese Red,Dão Sul
37869,France,"Not a typical Crozes-Hermitage, Jaboulet's Domaine de Roure is a showcase for what the appellation is capable of. In this vintage, it's a full-bodied yet not overly structured wine, with a huge Syrah nose of meat, pepper, plum and baking spices and lingering espresso and black olives on the finish. Drink now–2020.",Domaine de Roure,92,80.0,Rhône Valley,Crozes-Hermitage,,Syrah,Paul Jaboulet Aîné
37926,Italy,"A “Wow!” wine on every level. This is a lovely, dark, smooth and rich expression that is packed tight with intensity and personality. The biggest, boldest wine by far from Montalcino's 2006 vintage, this bottle will age nicely and add value to your cellar collection.",Tenuta Nuova,97,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Casanova di Neri
38133,France,"With considerable new wood flavors, this is a ripely opulent wine. It has weight, rich tannins, a smooth surface as its skims over the black fruits. The acidity, sweet black plum jelly, both give a warm, ripe character to the wine.",,90,80.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Tour Baladoz
38185,France,"This is a lush, rich and toasty Chardonnay, with upfront scents of grilled apple, brioche, orange custard and sweet spice. The medium-weight palate is balanced by ample acidity, lending a freshness to the finish that closes on notes of honeydew melon and toasted hazelnut. Drink now–2018.",Aigle Royal,91,80.0,Languedoc-Roussillon,Limoux,,Chardonnay,Gérard Bertrand
38475,Portugal,"Certainly rich, but also finely structured, it keeps its exuberant fruit firmly in check with dry tannins, dense texture and a fresh edge of acidity. With this structure, this is a great, rich, meat-friendly wine.",Quinta do Encontro Encontro I,90,80.0,Bairrada,,,Portuguese Red,Dão Sul
38556,France,"An impressive wine, beautifully structured, never too powerful, very elegant. If it feels a little austere at this stage, that is because the structure is dominating the fruit. Give it 5–6 years and the full splendor will be revealed.",,94,80.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Pavie Macquin
38945,US,"A high-acid, weighty and complex white, this vintage is even better than the last, gorgeous in a golden tannish color. Tropical guava and white flowers weave seamlessly through a web of minerality and freshness, without compromising body and texture. This is a delicious wine.",Wayfarer Vineyard,95,80.0,California,Fort Ross-Seaview,Sonoma,Chardonnay,Wayfarer
38948,France,"Ethereal notes of orange blossom and jasmine lead to richer tones of damask rose underpinned by a lively orange-peel freshness. The palate presents the same delicious juxtaposition of opulence and light-footed ease. Full of life and fragrant, vigorous joy, the wine has flavors that seem to linger forever.",Clos Windsbuhl,95,80.0,Alsace,Alsace,,Gewürztraminer,Domaine Zind-Humbrecht
38953,France,"The full force of aromatic, dried pear rises from the glass, laced with dried apricot and candied peel. The pear fruit becomes exquisitely clear and pure on the palate, which is profound but slender. The wine is dry but powerful, holding at its core all the ripeness and fruit flavor from brilliant sunlight. It almost warms you from inside and goes on and on. Drink now till 2030.",Clos Windsbuhl,94,80.0,Alsace,Alsace,,Pinot Gris,Domaine Zind-Humbrecht
38954,France,"Tender notes of citrus appear at first through a veil of yeast. Their zestiness then fills out with subtle, earthy spice. On the light, dry palate, the true subtlety hits: wafts of lemon, aromatic wild thyme, Seville orange zest, fresh apple peel and wet stone. The delicacy of the concentrated body is astonishing, with a central vein of lemony freshness that provides a focal point. So subtle, so layered and alive: with every new sip new nuances occur.",Clos Windsbuhl,94,80.0,Alsace,Alsace,,Riesling,Domaine Zind-Humbrecht
38957,Italy,"Pressed blue flower, ripe black-skinned berry, baking spice, tobacco and leather aromas come together on this round, full-bodied wine. The delicious palate offers juicy wild cherry, raspberry jam, vanilla, cinnamon and licorice while pliant, velvety tannins offer elegant support. It deftly combines power and finesse. Drink through 2024.",,94,80.0,Veneto,Amarone della Valpolicella Classico,,Red Blend,Fumanelli
39131,Italy,"Thanks to 36 months of careful oak aging, this hearty Brunello opens with a dark, inky color, deep extraction and intense aromas of black cherry, chocolate, rum cake, cinnamon, mesquite and wet stone. Pair it with hand-made pasta and shaved black truffles.",,93,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Il Poggione
39144,Italy,"Poggio Antico consistently delivers standout Brunello, and this expression from the 2006 vintage is no exception. The wine is plush and rich with deliciously soft succulence. In the background, it delivers loads of vanilla, sweet spice, clove and black cherry.",,93,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Poggio Antico
39515,Chile,"Intense berry and spice aromas convey a sense of purity that's a bit generic. Although 2011 was a cool year by Chilean standards, this Carmenère-led blend is plump and voluminous in the mouth, but soft in the middle. Flavors of oaky cassis and herbs finish minty, green and chocolaty, with fresh acidity. Drink through 2018.",Purple Angel,90,80.0,Colchagua Valley,,,Carmenère,Montes
39723,Italy,"This Riserva Brunello delivers savory, brambly characteristics of moist earth and pressed blue flowers backed by forest berry and black cherry flavors. The mouthfeel is compact and clean with crisp acidity on the close.",Riserva,92,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Terralsole
39835,US,"Among Wente's highest-priced offerings, this is an elegant Merlot, velvety textured and succulent in herbal cassis and luxurious red plum and cherry. With a gorgeous mouthfeel and some weight to the body, it'll stand up to equally elegant meals.",The Nth Degree,90,80.0,California,Livermore Valley,Central Coast,Merlot,Wente
39933,France,"A limited-production white from just outside Saint-Èmilion. It has a Burgundian richness with mango, apricot and kiwi fruits, spiced further with the wood aging. The acidity knifes right through the wine to keep all these flavors fresh and crisp.",,89,80.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Le Nardian
40221,Italy,"A blend Friulano (fermented in oak) and Pinot Bianco and Sauvignon (fermented in steel tanks), this has aromas of white fragrant flowers, subtle oak, toast and exotic fruit. The rich palate offers pear, apple, candied citrus, vanilla and butterscotch.",Terre Alte,90,80.0,Northeastern Italy,Rosazzo,,White Blend,Livio Felluga
40361,Portugal,"A solidly structured wine that has big spice and ripe, dark fruits. On the dry side, with an attractive balance between the fruit and the acidity. Definitely for aging",Vinha de Castelo Melhor,91,80.0,Port,,,Port,Duorum
40623,Italy,"Ferrero Brunello Riserva opens with sweet, soft tones of milk chocolate and ripe berry with shades of leather and exotic spice on the fade. The wine's soft, plush mouthfeel will match succulent cuts of grilled steak.",Riserva,91,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Ferrero
40638,Portugal,"Soft, silky wine, very opulent and ripe. It shows big berry jam fruits, while never losing its tannins and acidity. As always with a wine from this legendary quinta, this has power and great richness.",Vintage,91,80.0,Port,,,Port,Quinta do Vale Meão
40928,US,"Tough and gritty now, due to a combination of hard skin and seed tannins and unintegrated new oak. The intensely concentrated blackberry fruit has a slight edge of raisiny overripeness that adds to the sweet, fruity richness. Seems perfectly capable of aging for many years. Try after 2012.",,91,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Jericho Canyon Vineyard
41126,US,"This is a dense, juicy and satisfying wine from start to finish, featuring finely textured, soft tannins around remarkable structure. Cinnamon and clove persist through wilder elements of pencil lead and ripe cassis, showing the appellation's propensity for hitting you from one side with power, and from the other side, ever so discreetly, grace.",,92,80.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Malk
41202,Italy,"Here's a textbook Brunello Riserva with dark berry fruit, spice and bright touches of cola and smoke. The wine overall is smooth, rich and plays its cards well.",Poggiolo Riserva,91,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Il Poggiolo E. Cosimi
41211,Italy,"Brunello Prime Donne (made by an all-female winemaking team) opens with loads of ripe fruit and overtones of strawberry, blackberry and exotic spice. The wine is beautifully soft and smooth in the mouth with rich, dark extraction.",Prime Donne,91,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Donatella Cinelli Colombini
41534,US,"One of the richest Cabernets of the vintage. Amazingly soft and velvety in the mouth, yet there's a solid grip of acidity and tannins that balance the richness. The flavors are extraordinary, ranging from blackberry and cherry-pie filling through currant liqueur and milk chocolate to leather. So decadent now, it's hard to resist, but should develop for 4–6 years.",Kathryn Hall,96,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
41799,Italy,"This is a lovely, rich wine with mature red berry tones followed by sharp mineral definition and bright aromas of fresh Indian spice. The wine is dense and decadent and could stand up to beef tenderloin with balsamic reduction.",Sapaio,94,80.0,Tuscany,Bolgheri Superiore,,Red Blend,Podere Sapaio
41810,Italy,"Marchesale is an excellent Syrah with an inky, black appearance and intense aromas of blueberry, plum, prune, black pepper and crushed stone. The wine shows incredible richness and density and lasts long on the palate thanks to its firm, succulent tannins.",Marchesale,94,80.0,Tuscany,Toscana,,Syrah,Terre del Marchesato
41819,Italy,"Poggio al Lupo is a super Tuscan blend of Cabernet Sauvignon, Alicante and Petit Verdot that delivers loads of chocolate fudge, spice, mature fruit and sweet tobacco. The wine is soft, smooth and makes a perfect companion to succulent meat dishes.",Poggio al Lupo,93,80.0,Tuscany,Toscana,,Red Blend,Tenuta Sette Ponti
42035,France,"Always a dense, dark and concentrated selection, La Forge is a wine that is immediately attractive but would be best after a few years of cellaring. Notes of dark berry preserves, muddled boysenberry, raspberry sauce, cocoa, leather and truffle abound on the nose and palate. The mouthfeel is plush and creamy, with medium tannins and a texture like crushed velvet. The finish is long and spicy, offering notes of black pepper and charred oak spice.",La Forge,92,80.0,Languedoc-Roussillon,Corbières-Boutenac,,Carignan-Syrah,Gérard Bertrand
42100,US,"For sheer palate seduction, you can't beat this rich wine. It used to be that Diamond Mountain Cabs weren't drinkable for years because of the tannins. Not so with this beauty. It shows pure, classic Cabernet flavors of blackberries, black currants, cherry-pie filling, violets and sweet, smoky sandalwood, with a distinct minerality. Although it's beautiful now, it should develop in the bottle for a decade.",,93,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,J.R. Carter
42441,Italy,"Buoyant cola and root beer aromas frame solid aromas of almond paste and wild berry. This Brunello shows a smooth, rich mouthfeel with tight, compact tannins on the close.",Poggiolo,90,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Il Poggiolo E. Cosimi
42446,Italy,"Carob, sour cherry, bramble, leafy greens and exotic spice are some of the eclectic aromatic components of this wine's bright bouquet. The more you sniff, the more you get pipe tobacco, forest fruit and blackberry. The mouthfeel is firm, tonic and compact.",,90,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Le Ragnaie
42548,Italy,"Structured and savory, this opens with aromas of prune, baked plum and cake spice. The full-bodied palate doles out ripe black cherry, raisin, white pepper and mocha accompanied by round, chewy tannins. It closes on a licorice note.",,91,80.0,Veneto,Amarone della Valpolicella Classico,,Red Blend,Tommasi
42801,US,"Using grapes sourced entirely from the En Chamberlin Vineyard, this pure Cabernet is deep, dark, focused and tight, with firm but velvety tannins and a perfect mix of cassis, coffee and earth. Even more than previous years, this vintage displays astonishing depth and power. Flavors of Serrano ham and other cured meats, plus a delicate saltiness and minerality keep the flavors developing onto  the long, fascinating finish.",The Widowmaker,97,80.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cabernet Sauvignon,Cayuse
42843,US,"The fruit pops on this wine, with notes of blackberry and blueberry pie. It pulls no punches with a full-throttled style. It's a bit one-note but hits that note hard.",Behind the Black Curtain Reserve,91,80.0,Washington,Red Mountain,Columbia Valley,Syrah,Gorman
42868,France,"Garrigue herb and purple flower aromas harmonize seamlessly with the lush black-berry preserves, boysenberry and raspberry fruit core. Ripe fruit flavors continue through to the creamy palate, framed by medium tannins and ample acidity. Notes of black pepper, cherry skin and bittersweet cocoa linger long on the finish.",Le Viala,91,80.0,Languedoc-Roussillon,Minervois La Liviniere,,Rhône-style Red Blend,Gérard Bertrand
42920,Chile,"Outstanding as always. Right from the first take it has an elevated sense of being. The nose is rich, warm and deeply fruited, with balsam wood and lemony notes. It's deep as a coal mine on the palate, with herbal, tobacco and leather accents sprucing up serious berry fruit flavors. Minty and sly on the finish, and lovely overall. Drink now through 2016.",Clos Apalta,93,80.0,Colchagua Valley,,,Red Blend,Lapostolle
